 Rogue One is definitely a movie for Star Wars fans. The beginning of the movie is a bit slow yet it adds many new things to the lore. The ending of the movie is phenomenal and incredibly action-packed. Overall the movie is good and I recommend it especially if you are a Star Wars fan., 3.5,  Benjamin C, https://www.rottentomatoes.com/user/id/976376466/, January 18 2018, N/A
 Amazing Star Wars movie!, 5.0,  Jim L, https://www.rottentomatoes.com/user/id/270504959/, January 18 2018, N/A
 They knocked this one out of the park. This has been the best new installment of Star Wars out of the bunch. They did a good job with Vader., 5.0,  Brian P, https://www.rottentomatoes.com/user/id/977055448/, January 17 2018, N/A
 Great movie captured the feel and tone of the original trilogy better than any of the prequels or the new post disney films.<br><br>good believable characters solid plot and awesome action not alot to fault in this., 4.0,  matt w, https://www.rottentomatoes.com/user/id/900861576/, January 17 2018, N/A
 It's easy to be leary of this movie for a number of reasons: when it takes place the introduction of new characters given the time period the obvious promotion of new merchandise (what? no flamethrower? kudos if you get the reference) the lackluster production despite critical acclaim of The Force Awakens and especially the fact that WE ALREADY KNOW what's going to happen. And yet we so very clearly also do not.... It's actually a breath of fresh air for the Star Wars universe. Whereas Force Awakens showered us with déjà vu in terms of plot character development acting and overall stale representation of not only the universe it's suppose to represent but simply as a movie in general Rogue One breaks out armed to the teeth guns blazing bright in all their visual glory. There are a few cheesy moments and there are some shameless plugs here and there (not to mention cringe- or some might probably say vomit-inducing CGI) which could easily bring down the score by half a star or more but is mostly forgivable by the fact that unlike the movie that came one year before you actually manage to develop sympathy for what happens to these characters. They have depth. Force Awakens was just too shallow and given that the story and action was so poorly scripted that you could tell what was going to happen several minutes before it did made for a horribly boring experience. Rogue One is entirely the opposite and a worthy addition to the Star Wars universe. Even if I still have a hard time buying the ending... I mean there's no reason he shouldn't have been able to... well you'll see when you watch it...., 3.5,  Brandon S, https://www.rottentomatoes.com/user/id/975776806/, January 16 2018, N/A
 just wanted to review this movie positively because this was a great Star Wars...not the last Jedi. goes to show you dont need a lightsaber battle or even an original cast to make a film....just have a good freaking story jeez rian. Johnson...do u have no imagination or soul?, 5.0,  Michael J, https://www.rottentomatoes.com/user/id/943433341/, January 16 2018, N/A
 That's how you pay homage to a franchise and develop a character's backstory. There is not only obstacles to overcome but inner demons to overcome. The characters had well character. They all felt unique and the interactions between them didn't feel forced like in The Last Jedi. Also Jyn feels real. You care about her by witnessing her struggles. She's not a Mary Sue like Rey who easily overcomes all obstacles set to her. She doesn't always make the right decisions. She is human. I loved this movie., 5.0,  , https://www.rottentomatoes.com/user/id/976988029/, January 16 2018, N/A
 Loved the movie. Despite some character flaws it paid respect to originals and gave really thrilling story with some nice fan service., 4.5,  M?rti?? P, https://www.rottentomatoes.com/user/id/974442704/, January 16 2018, N/A
 85% for me was good entertainment and a decent spin off movie and storyline. Not quite as good as The Force Awakens but light years ahead and better than The Last Jedi., 4.5,  Vin K, https://www.rottentomatoes.com/user/id/977057048/, January 16 2018, N/A
 I really enjoyed Rogue One... especially the last 15 minutes of the film (brilliant!). The story was really well done and the acting was excellent. Great job!, 4.0,  Mel M, https://www.rottentomatoes.com/user/id/857178104/, January 16 2018, N/A
 As a kid it's no secret like many I was obsessed with Star Wars. I loved imaging the backstories of the characters and would create my own usually with my own action figures. Watching Rouge One the first entry outside of the official saga it's clear Gareth Edwards and Co are fans just like this.<br><br> Rouge one takes place between Episodes III and IV and focuses on Jyn Erso (Felicity Jones) whose father Galen Erso is captured and forced to build the weapon known as The Death Star. At the start Jyn is a prisoner who's recruited by the Rebel Alliance to contact her father and track down the plans. She's joined by Cassian Andor (Diego Luna) a dedicated alliance officer with a checkered sense of loyalty K-2SO (Alan Tudyk) a re-programmed Imperial droid who provides much of the humor Bodi ( Riz Ahmed) a defecting Imperial pilot and Chirrut Imwe (Donnie Yen) and Baze Malbus one a mystical force-worshipper and another his loyal side-kick. What makes Rouge One such a unique experience is how it explores a period never before seen in the franchise. It examines the tyranny and corruption of the Empire's rule first-hand and how the galaxies withheld such oppression. We also see the inner workings of the Empire and it's politics via Orson Krennic (Ben Mendelson) as he attempts to utilize the Death Star for his own political advantage.<br><br> Where Rouge one also succeeds is in it's visuals and set-pieces. Gareth Edwards dutifully captures Luca's lived-in gritty aesthetic but still manages to contain a modern look to it. He handles the action with energy rawness but clarity as well. The final battle on the tropical island of Sarkiff is a highlight for the franchise and there's some truly excellent space battles as well. Rogue one's action also feels a bit more urgent than that of TFA the stakes still feel high despite knowing the outcome. <br><br>In terms of characters Rouge One may not be as iconic as TFA but it still manages to contain some effective performances and enjoyable characters. Felicity Jones shines as Jyn Erso providing her with the right amount of intensity vulnerability and humanity. Luna's Andor isn't the most charismatic addition but he instils him with an authority and ambiguity that makes him more fascinating. K-2SO is an achievement as Tudyk instills humor sympathy and cool into what could've been a Jar-Jar esque character. Mendelssohn is wonderfully over the top as Krennic he oozes arrogance and smarminess. Donnie Yen's Chirrut is a good mix of cheeky and mysterious and Jiang Wen's Blaze is a fitting foil. Riz Ahmed is fine as Bodi but I couldn't help feel his character was underutilized at times. Forrest Whitaker as Saw Gerrera is haunting and maniacal yet tortured as well (though I wish his screen-time was longer). Last but certainly not least yes Darth Vader is in this movie and yes he is just how you remembered him ( one scene toward the end had me in chills).<br><br> Crafting a spin-off from the Star Wars franchise was always going to be a risky move. Rouge One could've easily fallen on it's face or worse tarnished the legacy of A New Hope. Thankfully it manages to be an thrilling emotional and cinematic entry for the saga. It isn't perfect sometimes it could use more development of it's characters and it does lack some of TFA's heart and polish but like it's protagonists Rouge One is scrappy powerful and accomplishes it's missions despite the odds. My rating 8.5/10., 4.5,  Kenny B, https://www.rottentomatoes.com/user/id/905844897/, January 15 2018, N/A
 Best Star Wars movie ever. As a standalone movie that integrates with the original trilogy this is how these movies should be made. Great story great character development great writing., 5.0,  Deane W, https://www.rottentomatoes.com/user/id/866749202/, January 15 2018, N/A
 The only decent Star Wars film to come out of Lucasfilms since the Disney buyout. Just about spot on for the setting with a few stupid plot holes unfortunately. The protagonist character Jynn Urso is annoying as hell the actress can't act she seems to have only two methods pouting stupidly and disappointed eyebrows. The character isn't at all feminine very much a male character played by a woman and done badly because she - and the writer who came up with the character - doesn't understand how men actually think and behave. It's a very annoying character but is the only major detraction from the film., 3.0,  Alan C, https://www.rottentomatoes.com/user/id/977055871/, January 15 2018, N/A
 Entertaining from beginning to end - so much so that you will forget the minor frustrations with certain creative decisions., 3.5,  Robert L, https://www.rottentomatoes.com/user/id/809433405/, January 15 2018, N/A
 THIS was the Star Wars movie we've been waiting to see since 1983! I was dissapointed with The Force Awakens but this gives me hope Disney has the ability to get it right once in a while at least., 4.5,  James W, https://www.rottentomatoes.com/user/id/977055014/, January 15 2018, N/A
 Bold claim but I think I would watch this movie over any of the original trilogy! Hard to believe but it really it that good., 5.0,  Jacob F, https://www.rottentomatoes.com/user/id/977054933/, January 15 2018, N/A
 Loved the characters and the view of the Star Wars epic from the eyes of those in the trenches as it were. Fantastic effects and loved how some familiar faces were worked into the film., 3.5,  Jeffrey M, https://www.rottentomatoes.com/user/id/901801241/, January 15 2018, N/A
 An unnecessary installment. Many lines felt clichéd and the lack of plot led to a very slow two hours. There were a great number of scenes/lines that were only in there to remind the viewer that they were watching a Star Wars film. I left feeling extremely disappointed., 2.5,  Jack D, https://www.rottentomatoes.com/user/id/973886452/, January 14 2018, N/A
 Great movie sad that we can't see these characters in future films ??, 4.5,  David C, https://www.rottentomatoes.com/user/id/977053580/, January 14 2018, N/A
 Bland and boring characters the only excitement or any sort of joy is based on recognition of old characters. Star wars needs to look into another direction to please any other people than their huge fans who will love the movies blindly., 0.5,  Kristian D, https://www.rottentomatoes.com/user/id/977053449/, January 14 2018, N/A
 Rogue One is a very well thought out film with a compelling collection of characters. Gareth Edwards has done a stunning job exploring the meaning of sacrifice. I also love the subtle references to the other Star Wars films., 5.0,  Felicity A, https://www.rottentomatoes.com/user/id/977053064/, January 14 2018, N/A
 You can see the story has been re shot and re edited amazingly still manages to excite. Definitely still has its problems but it was hard not to love this movie. Great visuals and felt like a star wars movie., 4.0,  Samuel P, https://www.rottentomatoes.com/user/id/846376337/, January 14 2018, N/A
 (5.5 out of 6)- The force that binds the the unforceful rebellions for Episodes 4-9)<br>When we need to give hope for a peaceful galaxy among other worlds that we dont ever let 1 weapon govern us to follow an order but choose to live in order &amp peace with those in our galaxy willingly. When the galaxy was split into sealling their fate with a dark side and alliance side when all hope was dwindling rebels provided hope to keep the alliance strong and keep fighting.<br>*Saw Guerrero ever meet Anakin Obiwan or Landau? * kyber crystal planets * creatures with powers &amp no powers *<br><br>When we see what hope is founded on when not everyone are Jedi's to use or be guided by the force but use their instincts loyalties revenge trust orders programming belief trickery knowledge plans and second chances that pushes them to fight. When what we don't see what hope we provide we see it comes from unlikely souls unchartered together to fight for what's right. When sometimes hope needs luck that keeps what can be manipulated and unmanipulated apart for a chance at hope.<br><br>When hope was built on those who long understood those intentions to begin the rebellion when higher places like the Senate were too slow (fog of war) to understand. When what little hope we want in our way when we are not ready we can't jeopardize interference. When we see where the Empire's hope resides when they acquire those to complete their plans. When what support others don't see is enough to risk lives we see hope diminish when some rather give into oppressors then fight for independence. When what we don't see is the force that binds those we don't see or what others don't care to see but the force sees hope in seeing. When the dark side of the force saw opportunity to strike the last remaining hope and those Holy Jedi places of hope we see the light side of the force on those side at the right time &amp place to keep hope alive in time to evacuate. When what hope we see others hold for the rebellion we see we are in a good place to die so the rebellion can live long. When what the force chooses to save rather then its own Jedi's we see a new hope that lies within the rebellion spirit. *Admiral Raddus &amp Ackbar<br><br>When what hope we rely on we see there is another hope that hides waiting to serve the Rebellions. When what places we see we are in are places that gives all hope for the Empire to win when plans tests new methods and technology is communicated to strike. When what spark of hope is ignited we see moments we go against the risks when others went against the risks to get that far to give hope a second chance. <br>*Obi Wan time in hiding after clone wars &amp Qui Quan.<br><br>When hope can dwindle when it's so far away to see what little hope remains rest on those who are left to fight. When we see we can go so far with hope to see it dwindle or acknowledged by those who can carry it forward further. When we see the force is with us in times where we don't see it to know hope is there or not there when the time comes. When the force paves its way to give hope when few chances allows those to continue and give up. When the what hope we give to those we see we served our purpose. When what dark force tries to quickly claim any hope of salvaging we see all the brave souls that died to give a new hope for the Rebellion to fight., 4.5,  Galvy F, https://www.rottentomatoes.com/user/id/971257172/, January 14 2018, N/A
 I wasn't sure how much I would like this movie but I can definitely say it was a pleasant surprise. The acting and visuals were outstanding and the soundtrack was pretty good albeit not nearly as memorable as it was in the originals or prequels. The premise of the film was to answer a question that had remained unanswered until now - how were the Death Star plans obtained? The answer is that it was stolen by a ragtag group of rebels known as 'Rogue One'. The plans conveniently included a vulnerability in the Death Star deliberately placed by its chief architect who happened to be the father of the film's protagonist Jyn Erso. Although this film lacked character development and the plot sagged from time to time amazing action scenes great characters and solid comic relief kept the movie interesting the whole way through. The Darth Vader scene at the end was also simply epic., 4.0,  Chris M, https://www.rottentomatoes.com/user/id/977035493/, January 13 2018, N/A
 Rogue one is a movie that Star Wars fans deserved to have and thankfully it delivered. We see the Empire at the height of their power and how they affect the galaxy as a whole. We also see the rebellion and the sacrifices they have to make because of their desperation to defeat the Empire and restore the Republic. This is most definitely a war movie and it is gritty and action packed yet also delivers a compelling story. Each and every member of the Rogue One squadron has a role and each have a reason to be there. The movie follows Jyn Erso who has been tasked by the rebellion to retrieve her father an imperial scientist that unwillingly helped create the death star and bring him back to the rebellion. When their plan fails yet they learn of a way to retrieve the plans to the Empire's secret planet killer the death star they go to get said plans from a secret imperial base on a tropical planet. The entire movie is a wild ride that makes you care for the characters more and more and when they all sacrifice themselves for the rebellion it just makes the movie that much better. The entire last 45 to 30 minutes of this movie is absolutely thrilling and causes my heart the furiously beat each time I watch it. The simple fact of seeing the characters die yet knowing that their sacrifice is the only reason the rebellion will survive is simply amazing. Darth Vader is in this movie and he is certainly a treat for the audience yet is not the main focus of the movie. Director Krennic instead takes of the reigns of villainy in this movie and he is a pretty good villain but is annoyingly arrogant sometimes. Overall I believe this is the best Star Wars movie that we will get from Disney until 2020 (with hopefully an Obi-Wan movie) and will live on as a part of what makes Star Wars great., 4.5,  Ryan T, https://www.rottentomatoes.com/user/id/977036381/, January 13 2018, N/A
 Better then The Force Awakens, 5.0,  Christian D, https://www.rottentomatoes.com/user/id/835285678/, January 12 2018, N/A
 Rogue One is an extraordinary "clever" movie -- in the best sense of the word. It manages to tell a fun fast story with interesting new characters and planets while weaving in so many aspects of Star Wars lore. The film fleshed out a remarkable backstory to the original Star Wars movie -- and to the entire original trilogy at that. The lead was great the supporting cast was solid and the droid character was totally likable. The appearance of Bail Organa who was too much neglected in the prequels was most welcome. The sand troopers a new bad guy and an appearance by Darth Vader himself. If there is one complaint one might say the film managed to be TOO epic as if outshining the original Star Wars film that chronologically followed it in the story's timeline. Eh maybe. But I can't dock the movie for that. This one really wowed in the theater. If Lucasfilm can deliver future Star Wars spin-offs of this caliber then there will be hope indeed..., 4.5,  Cooper S, https://www.rottentomatoes.com/user/id/977047022/, January 12 2018, N/A
 As a long time Star Wars fan ( I saw New Hope on Opening day morning in 1977) I was knocked out by Rogue One. Third best of the franchise in my book., 5.0,  Max M, https://www.rottentomatoes.com/user/id/841893205/, January 11 2018, N/A
 Possibly the best one of all of them, 5.0,  Brad D, https://www.rottentomatoes.com/user/id/977047197/, January 11 2018, N/A
 I thought this was an excellent movie. About the only part of the movie I did not enjoy was the creature " Bor Gullet " I thought this was a little dumb. But the story was wonderful the new characters and seeing Tarkin and Vader was just amazing. The visuals and music top notch., 4.5,  Carter R, https://www.rottentomatoes.com/user/id/977031684/, January 11 2018, N/A
